Most important legitimate n_grams
3415. 52b - freq: 10
3416. 539 - freq: 10
3417. 560 - freq: 10
3418. 6%e - freq: 10
3419. 6.1 - freq: 10
3420. 633 - freq: 10
3421. 635 - freq: 10
3422. 636 - freq: 10
3423. 642 - freq: 10
3424. 650 - freq: 10
3425. 674 - freq: 10
3426. 714 - freq: 10
3427. 724 - freq: 10
3428. 794 - freq: 10
3429. 802 - freq: 10
3430. 810 - freq: 10
3431. 84- - freq: 10
3432. 859 - freq: 10
3433. 861 - freq: 10
3434. 879 - freq: 10
3435. 88- - freq: 10
3436. 884 - freq: 10
3437. 886 - freq: 10
3438. 887 - freq: 10
3439. 8d% - freq: 10
3440. 9&c - freq: 10
3441. 919 - freq: 10
3442. 965 - freq: 10
3443. 988 - freq: 10
3444. 9f% - freq: 10
3445. =%2 - freq: 10
3446. =0& - freq: 10
3447. =13 - freq: 10
3448. =fa - freq: 10
3449. =vi - freq: 10
3450. ?ad - freq: 10
3451. _st - freq: 10
3452. _ty - freq: 10
3453. a-4 - freq: 10
3454. a-k - freq: 10
3455. a/a - freq: 10
3456. a/s - freq: 10
3457. a2% - freq: 10
3458. add - freq: 10
3459. af. - freq: 10
3460. agg - freq: 10
3461. ait - freq: 10
3462. aka - freq: 10
3463. al& - freq: 10
3464. alb - freq: 10
3465. alg - freq: 10
3466. am. - freq: 10
3467. anz - freq: 10
3468. ap- - freq: 10
3469. apr - freq: 10
3470. arh - freq: 10
3471. at. - freq: 10
3472. at/ - freq: 10
3473. auc - freq: 10
3474. ay/ - freq: 10
3475. bcn - freq: 10
3476. be. - freq: 10
3477. bia - freq: 10
3478. bie - freq: 10
3479. bo. - freq: 10
3480. bs. - freq: 10
3481. bw% - freq: 10
3482. c-c - freq: 10
3483. c.g - freq: 10
3484. cav - freq: 10
3485. cca - freq: 10
3486. ci- - freq: 10
3487. cki - freq: 10
3488. cn/ - freq: 10
3489. cot - freq: 10
3490. ctr - freq: 10
3491. d-2 - freq: 10
3492. d.h - freq: 10
3493. d_r - freq: 10
3494. dca - freq: 10
3495. div - freq: 10
3496. dly - freq: 10
3497. dru - freq: 10
3498. e%3 - freq: 10
3499. e/t - freq: 10
3500. e=9 - freq: 10
3501. e_a - freq: 10
3502. e_s - freq: 10
3503. ebu - freq: 10
3504. ed% - freq: 10
3505. edl - freq: 10
3506. edo - freq: 10
3507. egg - freq: 10
3508. eha - freq: 10
3509. enu - freq: 10
3510. eop - freq: 10
3511. ff- - freq: 10
3512. fie - freq: 10
3513. fly - freq: 10
3514. ful - freq: 10
3515. g-n - freq: 10
3516. g-r - freq: 10
3517. g/m - freq: 10
3518. ge& - freq: 10
3519. ggi - freq: 10
3520. got - freq: 10
3521. h-c - freq: 10
3522. h-h - freq: 10
3523. h-i - freq: 10
3524. hei - freq: 10
3525. hha - freq: 10
3526. hig - freq: 10
3527. hir - freq: 10
3528. hiv - freq: 10
3529. hni - freq: 10
3530. hra - freq: 10
3531. hub - freq: 10
3532. i-g - freq: 10
3533. ic_ - freq: 10
3534. icr - freq: 10
3535. ids - freq: 10
3536. ify - freq: 10
3537. inu - freq: 10
3538. ip. - freq: 10
3539. iri - freq: 10
3540. irl - freq: 10
3541. itu - freq: 10
3542. jab - freq: 10
3543. jus - freq: 10
3544. k-d - freq: 10
3545. k.r - freq: 10
3546. k/n - freq: 10
3547. ka- - freq: 10
3548. kil - freq: 10
3549. kle - freq: 10
3550. kom - freq: 10
3551. l/m - freq: 10
3552. l/t - freq: 10
3553. l?s - freq: 10
3554. lab - freq: 10
3555. lap - freq: 10
3556. lee - freq: 10
3557. ley - freq: 10
3558. lfa - freq: 10
3559. liz - freq: 10
3560. lme - freq: 10
3561. lt. - freq: 10
3562. m-a - freq: 10
3563. m.u - freq: 10
3564. m/k - freq: 10
3565. ma/ - freq: 10
3566. mp= - freq: 10
3567. n-1 - freq: 10
3568. n/b - freq: 10
3569. n_1 - freq: 10
3570. na/ - freq: 10
3571. nag - freq: 10
3572. ncy - freq: 10
3573. nec - freq: 10
3574. nem - freq: 10
3575. ngr - freq: 10
3576. nif - freq: 10
3577. o-h - freq: 10
3578. o-r - freq: 10
3579. o/1 - freq: 10
3580. o/2 - freq: 10
3581. oga - freq: 10
3582. ogg - freq: 10
3583. om_ - freq: 10
3584. onn - freq: 10
3585. oom - freq: 10
3586. oop - freq: 10
3587. oor - freq: 10
3588. op/ - freq: 10
3589. oub - freq: 10
3590. p/a - freq: 10
3591. p/t - freq: 10
3592. pe- - freq: 10
3593. pel - freq: 10
3594. pie - freq: 10
3595. r%2 - freq: 10
3596. r-1 - freq: 10
3597. r-v - freq: 10
3598. r-w - freq: 10
3599. r.n - freq: 10
3600. r.w - freq: 10
3601. r/b - freq: 10
3602. rab - freq: 10
3603. rbo - freq: 10
3604. rdo - freq: 10
3605. rf. - freq: 10
3606. rgn - freq: 10
3607. ril - freq: 10
3608. rmi - freq: 10
3609. rms - freq: 10
3610. rov - freq: 10
3611. s-k - freq: 10
3612. sas - freq: 10
3613. se& - freq: 10
3614. t-1 - freq: 10
3615. t.o - freq: 10
3616. t.p - freq: 10
3617. t/m - freq: 10
3618. t/v - freq: 10
3619. tau - freq: 10
3620. tep - freq: 10
3621. tip - freq: 10
3622. tiz - freq: 10
3623. tla - freq: 10
3624. tph - freq: 10
3625. tr_ - freq: 10
3626. tta - freq: 10
3627. tv- - freq: 10
3628. twi - freq: 10
3629. u/n - freq: 10
3630. ubs - freq: 10
3631. uch - freq: 10
3632. uci - freq: 10
3633. uk. - freq: 10
3634. uli - freq: 10
3635. ut_ - freq: 10
3636. uta - freq: 10
3637. uyn - freq: 10
3638. ve/ - freq: 10
3639. via - freq: 10
3640. vor - freq: 10
3641. vot - freq: 10
3642. wse - freq: 10
3643. y-1 - freq: 10
3644. y.h - freq: 10
3645. y/c - freq: 10
3646. ypo - freq: 10
3647. yti - freq: 10
3648. zal - freq: 10
3649. zar - freq: 10
3650. zil - freq: 10
3651. %89 - freq: 9
3652. %a2 - freq: 9
3653. &cl - freq: 9
3654. &so - freq: 9
3655. ,00 - freq: 9
3656. -4- - freq: 9
3657. -55 - freq: 9
3658. -ru - freq: 9
3659. .fm - freq: 9
3660. .ft - freq: 9
3661. .mu - freq: 9
3662. .mx - freq: 9
3663. .op - freq: 9
3664. .ou - freq: 9
3665. .pr - freq: 9
3666. .tm - freq: 9
3667. .tu - freq: 9
3668. /24 - freq: 9
3669. /28 - freq: 9
3670. /cl - freq: 9
3671. /em - freq: 9
3672. /gu - freq: 9
3673. /ny - freq: 9
3674. /vo - freq: 9
3675. 00& - freq: 9
3676. 00, - freq: 9
3677. 009 - freq: 9
3678. 016 - freq: 9
3679. 040 - freq: 9
3680. 050 - freq: 9
3681. 069 - freq: 9
3682. 092 - freq: 9
3683. 097 - freq: 9
3684. 1%2 - freq: 9
3685. 1.4 - freq: 9
3686. 11e - freq: 9
3687. 127 - freq: 9
3688. 129 - freq: 9
3689. 137 - freq: 9
3690. 168 - freq: 9
3691. 17/ - freq: 9
3692. 189 - freq: 9
3693. 19- - freq: 9
3694. 202 - freq: 9
3695. 211 - freq: 9
3696. 214 - freq: 9
3697. 218 - freq: 9
3698. 219 - freq: 9
3699. 236 - freq: 9
3700. 268 - freq: 9
3701. 26s - freq: 9
3702. 290 - freq: 9
3703. 2fa - freq: 9
3704. 2fc - freq: 9
3705. 3.4 - freq: 9
3706. 311 - freq: 9
3707. 313 - freq: 9
3708. 322 - freq: 9
3709. 330 - freq: 9
3710. 347 - freq: 9
3711. 350 - freq: 9
3712. 356 - freq: 9
3713. 367 - freq: 9
3714. 392 - freq: 9
3715. 423 - freq: 9
3716. 426 - freq: 9
3717. 438 - freq: 9
3718. 455 - freq: 9
3719. 460 - freq: 9
3720. 464 - freq: 9
3721. 470 - freq: 9
3722. 486 - freq: 9
3723. 493 - freq: 9
3724. 50/ - freq: 9
3725. 521 - freq: 9
3726. 543 - freq: 9
3727. 563 - freq: 9
3728. 6%8 - freq: 9
3729. 621 - freq: 9
3730. 648 - freq: 9
3731. 665 - freq: 9
3732. 671 - freq: 9
3733. 688 - freq: 9
3734. 7.1 - freq: 9
3735. 70- - freq: 9
3736. 712 - freq: 9
3737. 756 - freq: 9
3738. 759 - freq: 9
3739. 783 - freq: 9
3740. 820 - freq: 9
3741. 850 - freq: 9
3742. 864 - freq: 9
3743. 890 - freq: 9
3744. 896 - freq: 9
3745. 8bh - freq: 9
3746. 8bw - freq: 9
3747. 9/t - freq: 9
3748. 921 - freq: 9
3749. 925 - freq: 9
3750. 939 - freq: 9
3751. 95% - freq: 9
3752. 955 - freq: 9
3753. 974 - freq: 9
3754. 987 - freq: 9
3755. 998 - freq: 9
3756. =2& - freq: 9
3757. =a2 - freq: 9
3758. =ta - freq: 9
3759. ?_g - freq: 9
3760. ?so - freq: 9
3761. _fr - freq: 9
3762. _he - freq: 9
3763. _ne - freq: 9
3764. a%c - freq: 9
3765. a-j - freq: 9
3766. a/n - freq: 9
3767. a4% - freq: 9
3768. ab% - freq: 9
3769. adm - freq: 9
3770. ahi - freq: 9
3771. aj. - freq: 9
3772. akt - freq: 9
3773. am/ - freq: 9
3774. arb - freq: 9
3775. arp - freq: 9
3776. asy - freq: 9
3777. avo - freq: 9
3778. awe - freq: 9
3779. b%b - freq: 9
3780. b2- - freq: 9
3781. bad - freq: 9
3782. bai - freq: 9
3783. bb% - freq: 9
3784. bh% - freq: 9
3785. bul - freq: 9
3786. c%a - freq: 9
3787. c_i - freq: 9
3788. ceb - freq: 9
3789. cep - freq: 9
3790. ch? - freq: 9
3791. chh - freq: 9
3792. cht - freq: 9
3793. co/ - freq: 9
3794. cs- - freq: 9
3795. cua - freq: 9
3796. d-% - freq: 9
3797. d-l - freq: 9
3798. d.n - freq: 9
3799. d/d - freq: 9
3800. d00 - freq: 9
3801. d=d - freq: 9
3802. de= - freq: 9
3803. dee - freq: 9
3804. dib - freq: 9
3805. dil - freq: 9
3806. dst - freq: 9
3807. dun - freq: 9
3808. dvi - freq: 9
3809. e-3 - freq: 9
3810. e.t - freq: 9
3811. eag - freq: 9
3812. eaw - freq: 9
3813. eb/ - freq: 9
3814. ec- - freq: 9
3815. eki - freq: 9
3816. el= - freq: 9
3817. em/ - freq: 9
3818. en_ - freq: 9
3819. env - freq: 9
3820. ep- - freq: 9
3821. erw - freq: 9
3822. es? - freq: 9
3823. es_ - freq: 9
3824. eza - freq: 9
3825. f-a - freq: 9
3826. fav - freq: 9
3827. fe- - freq: 9
3828. fen - freq: 9
3829. fig - freq: 9
3830. fis - freq: 9
3831. fiv - freq: 9
3832. fm/ - freq: 9
3833. fon - freq: 9
3834. g/i - freq: 9
3835. ge= - freq: 9
3836. gem - freq: 9
3837. ggo - freq: 9
3838. gia - freq: 9
3839. goa - freq: 9
3840. gy- - freq: 9
3841. h%e - freq: 9
3842. hda - freq: 9
3843. heb - freq: 9
3844. hiz - freq: 9
3845. hle - freq: 9
3846. hli - freq: 9
3847. hmb - freq: 9
3848. i-e - freq: 9
3849. icm - freq: 9
3850. iel - freq: 9
3851. ifa - freq: 9
3852. iga - freq: 9
3853. iot - freq: 9
3854. ip- - freq: 9
3855. ipp - freq: 9
3856. irm - freq: 9
3857. itm - freq: 9
3858. itr - freq: 9
3859. iz- - freq: 9
3860. izm - freq: 9
3861. jal - freq: 9
3862. jet - freq: 9
3863. jun - freq: 9
3864. k.n - freq: 9
3865. k/s - freq: 9
3866. kas - freq: 9
3867. kej - freq: 9
3868. kim - freq: 9
3869. kir - freq: 9
3870. kla - freq: 9
3871. kta - freq: 9
3872. l-l - freq: 9
3873. l-o - freq: 9
3874. l=1 - freq: 9
3875. lai - freq: 9
3876. lak - freq: 9
3877. lav - freq: 9
3878. laz - freq: 9
3879. ldu - freq: 9
3880. le= - freq: 9
3881. lto - freq: 9
3882. ly/ - freq: 9
3883. lyn - freq: 9
3884. m&u - freq: 9
3885. m-c - freq: 9
3886. m-e - freq: 9
3887. m-p - freq: 9
3888. m-w - freq: 9
3889. m/3 - freq: 9
3890. m/j - freq: 9
3891. m=r - freq: 9
3892. mb_ - freq: 9
3893. me& - freq: 9
3894. mi. - freq: 9
3895. mir - freq: 9
3896. mmi - freq: 9
3897. mp. - freq: 9
3898. mpo - freq: 9
3899. mx/ - freq: 9
3900. my. - freq: 9
3901. n-y - freq: 9
3902. n.h - freq: 9
3903. n.r - freq: 9
3904. n/2 - freq: 9
3905. n/d - freq: 9
3906. n/s - freq: 9
3907. nba - freq: 9
3908. nbl - freq: 9
3909. ngl - freq: 9
3910. nio - freq: 9
3911. niu - freq: 9
3912. nk- - freq: 9
3913. nu- - freq: 9
3914. nvi - freq: 9
3915. nya - freq: 9
3916. o-k - freq: 9
3917. obl - freq: 9
3918. oco - freq: 9
3919. od/ - freq: 9
3920. ois - freq: 9
3921. onk - freq: 9
3922. onv - freq: 9
3923. oo. - freq: 9
3924. opo - freq: 9
3925. orf - freq: 9
3926. orr - freq: 9
3927. osp - freq: 9
3928. p-a - freq: 9
3929. p-b - freq: 9
3930. p-t - freq: 9
3931. p/b - freq: 9
3932. p/i - freq: 9
3933. pa- - freq: 9
3934. pe/ - freq: 9
3935. peo - freq: 9
3936. pir - freq: 9
3937. ppy - freq: 9
3938. ps. - freq: 9
3939. r&u - freq: 9
3940. r-y - freq: 9
3941. r/r - freq: 9
3942. ri/ - freq: 9
3943. rk- - freq: 9
3944. roa - freq: 9
3945. rtn - freq: 9
3946. rug - freq: 9
3947. rwa - freq: 9
3948. s&u - freq: 9
3949. s/6 - freq: 9
3950. sev - freq: 9
3951. sga - freq: 9
3952. shu - freq: 9
3953. ska - freq: 9
3954. skr - freq: 9
3955. skt - freq: 9
3956. sno - freq: 9
3957. sod - freq: 9
3958. soz - freq: 9
3959. sp? - freq: 9
3960. swa - freq: 9
3961. t/e - freq: 9
3962. t/f - freq: 9
3963. t_s - freq: 9
3964. tax - freq: 9
3965. tbu - freq: 9
3966. tex - freq: 9
3967. tig - freq: 9
3968. tni - freq: 9
3969. tob - freq: 9
3970. tt- - freq: 9
3971. tup - freq: 9
3972. u/b - freq: 9
3973. uat - freq: 9
3974. ub. - freq: 9
3975. ude - freq: 9
3976. uka - freq: 9
3977. ul- - freq: 9
3978. una - freq: 9
3979. ush - freq: 9
3980. uss - freq: 9
3981. ut/ - freq: 9
3982. uy- - freq: 9
3983. uzz - freq: 9
3984. ve. - freq: 9
3985. ved - freq: 9
3986. vey - freq: 9
3987. vio - freq: 9
3988. vo- - freq: 9
3989. voi - freq: 9
3990. w%e - freq: 9
3991. w.a - freq: 9
3992. wan - freq: 9
3993. wid - freq: 9
3994. wir - freq: 9
3995. wn- - freq: 9
3996. wn. - freq: 9
3997. x.p - freq: 9
3998. y-i - freq: 9
3999. y-k - freq: 9
4000. y-l - freq: 9
4001. y/s - freq: 9
4002. y29 - freq: 9
4003. yin - freq: 9
4004. yme - freq: 9
4005. %5b - freq: 8
4006. %5d - freq: 8
4007. %a1 - freq: 8
4008. %ec - freq: 8
4009. &at - freq: 8
4010. &lo - freq: 8
4011. &st - freq: 8
4012. -04 - freq: 8
4013. -1. - freq: 8
4014. -42 - freq: 8
4015. -46 - freq: 8
4016. -50 - freq: 8
4017. -8a - freq: 8
4018. -ob - freq: 8
4019. -ty - freq: 8
4020. .24 - freq: 8
4021. .ac - freq: 8
4022. .ai - freq: 8
4023. .an - freq: 8
4024. .bu - freq: 8
4025. .en - freq: 8
4026. .ih - freq: 8
4027. .ju - freq: 8
4028. .lo - freq: 8
4029. .ot - freq: 8
4030. .pe - freq: 8
4031. .sb - freq: 8
4032. .xe - freq: 8
4033. .zo - freq: 8
4034. //q - freq: 8
4035. /23 - freq: 8
4036. /34 - freq: 8
4037. /54 - freq: 8
4038. /a- - freq: 8
4039. /eu - freq: 8
4040. /fl - freq: 8
4041. /ni - freq: 8
4042. /ou - freq: 8
4043. /yo - freq: 8
4044. 0%2 - freq: 8
4045. 0/s - freq: 8
4046. 006 - freq: 8
4047. 01/ - freq: 8
4048. 011 - freq: 8
4049. 026 - freq: 8
4050. 029 - freq: 8
4051. 036 - freq: 8
4052. 060 - freq: 8
4053. 07. - freq: 8
4054. 082 - freq: 8
4055. 087 - freq: 8
4056. 1-0 - freq: 8
4057. 1-b - freq: 8
4058. 1/p - freq: 8
4059. 1/s - freq: 8
4060. 105 - freq: 8
4061. 11. - freq: 8
4062. 125 - freq: 8
4063. 138 - freq: 8
4064. 142 - freq: 8
4065. 147 - freq: 8
4066. 148 - freq: 8
4067. 15- - freq: 8
4068. 161 - freq: 8
4069. 177 - freq: 8
4070. 19/ - freq: 8
4071. 1e8 - freq: 8
4072. 20/ - freq: 8
4073. 207 - freq: 8
4074. 20d - freq: 8
4075. 213 - freq: 8
4076. 217 - freq: 8
4077. 22- - freq: 8
4078. 23. - freq: 8
4079. 231 - freq: 8
4080. 247 - freq: 8
4081. 250 - freq: 8
4082. 267 - freq: 8
4083. 276 - freq: 8
4084. 282 - freq: 8
4085. 293 - freq: 8
4086. 294 - freq: 8
4087. 295 - freq: 8
4088. 297 - freq: 8
4089. 299 - freq: 8
4090. 3-% - freq: 8
4091. 30- - freq: 8
4092. 331 - freq: 8
4093. 341 - freq: 8
4094. 342 - freq: 8
4095. 368 - freq: 8
4096. 374 - freq: 8
4097. 377 - freq: 8
4098. 378 - freq: 8
4099. 394 - freq: 8
4100. 427 - freq: 8
4101. 436 - freq: 8
4102. 463 - freq: 8
4103. 466 - freq: 8
4104. 467 - freq: 8
4105. 469 - freq: 8
4106. 47. - freq: 8
4107. 496 - freq: 8
4108. 5-0 - freq: 8
4109. 50- - freq: 8
4110. 522 - freq: 8
4111. 546 - freq: 8
4112. 547 - freq: 8
4113. 568 - freq: 8
4114. 575 - freq: 8
4115. 586 - freq: 8
4116. 590 - freq: 8
4117. 598 - freq: 8
4118. 604 - freq: 8
4119. 608 - freq: 8
4120. 61. - freq: 8
4121. 614 - freq: 8
4122. 634 - freq: 8
4123. 641 - freq: 8
4124. 644 - freq: 8
4125. 667 - freq: 8
4126. 686 - freq: 8
4127. 7%9 - freq: 8
4128. 7%b - freq: 8
4129. 704 - freq: 8
4130. 743 - freq: 8
4131. 748 - freq: 8
4132. 753 - freq: 8
4133. 785 - freq: 8
4134. 8%8 - freq: 8
4135. 8%9 - freq: 8
4136. 8-8 - freq: 8
4137. 800 - freq: 8
4138. 808 - freq: 8
4139. 837 - freq: 8
4140. 872 - freq: 8
4141. 8a8 - freq: 8
4142. 8b5 - freq: 8
4143. 9%b - freq: 8
4144. 902 - freq: 8
4145. 909 - freq: 8
4146. 933 - freq: 8
4147. 942 - freq: 8
4148. 948 - freq: 8
4149. 949 - freq: 8
4150. 957 - freq: 8
4151. 972 - freq: 8
4152. 982 - freq: 8
4153. 983 - freq: 8
4154. =a1 - freq: 8
4155. =pa - freq: 8
4156. =se - freq: 8
4157. =th - freq: 8
4158. =we - freq: 8
4159. =ze - freq: 8
4160. ?ci - freq: 8
4161. ?pr - freq: 8
4162. ?ta - freq: 8
4163. _20 - freq: 8
4164. _an - freq: 8
4165. _ch - freq: 8
4166. _li - freq: 8
4167. _no - freq: 8
4168. _th - freq: 8
4169. a&u - freq: 8
4170. a-u - freq: 8
4171. a.p - freq: 8
4172. a.r - freq: 8
4173. a/c - freq: 8
4174. a=0 - freq: 8
4175. ac- - freq: 8
4176. acl - freq: 8
4177. ad_ - freq: 8
4178. adc - freq: 8
4179. aeb - freq: 8
4180. ael - freq: 8
4181. aho - freq: 8
4182. aim - freq: 8
4183. an_ - freq: 8
4184. anb - freq: 8
4185. anl - freq: 8
4186. ao- - freq: 8
4187. apt - freq: 8
4188. aru - freq: 8
4189. arv - freq: 8
4190. atl - freq: 8
4191. atr - freq: 8
4192. ax- - freq: 8
4193. ay_ - freq: 8
4194. b-% - freq: 8
4195. b-s - freq: 8
4196. b1n - freq: 8
4197. bah - freq: 8
4198. bee - freq: 8
4199. ben - freq: 8
4200. biz - freq: 8
4201. blu - freq: 8
4202. bna - freq: 8
4203. bs- - freq: 8
4204. but - freq: 8
4205. c%c - freq: 8
4206. c-s - freq: 8
4207. cab - freq: 8
4208. ccc - freq: 8
4209. cdc - freq: 8
4210. cet - freq: 8
4211. chb - freq: 8
4212. chw - freq: 8
4213. ck_ - freq: 8
4214. cm= - freq: 8
4215. cm_ - freq: 8
4216. cne - freq: 8
4217. cue - freq: 8
4218. d%d - freq: 8
4219. d-1 - freq: 8
4220. d-g - freq: 8
4221. d-n - freq: 8
4222. d-r - freq: 8
4223. d/t - freq: 8
4224. d=6 - freq: 8
4225. d=a - freq: 8
4226. d=c - freq: 8
4227. dag - freq: 8
4228. dbe - freq: 8
4229. diy - freq: 8
4230. dli - freq: 8
4231. dna - freq: 8
4232. dte - freq: 8
4233. due - freq: 8
4234. dup - freq: 8
4235. e.a - freq: 8
4236. e/f - freq: 8
4237. e/v - freq: 8
4238. e8- - freq: 8
4239. e=s - freq: 8
4240. e_r - freq: 8
4241. ea. - freq: 8
4242. ea3 - freq: 8
4243. eb. - freq: 8
4244. ec% - freq: 8
4245. edb - freq: 8
4246. eko - freq: 8
4247. elu - freq: 8
4248. epl - freq: 8
4249. es& - freq: 8
4250. eu- - freq: 8
4251. ew_ - freq: 8
4252. exa - freq: 8
4253. exe - freq: 8
4254. f.a - freq: 8
4255. f_r - freq: 8
4256. fa. - freq: 8
4257. fat - freq: 8
4258. feh - freq: 8
4259. fou - freq: 8
4260. fto - freq: 8
4261. g-o - freq: 8
4262. g-p - freq: 8
4263. g.h - freq: 8
4264. g/? - freq: 8
4265. g/s - freq: 8
4266. gad - freq: 8
4267. ged - freq: 8
4268. geo - freq: 8
4269. gg. - freq: 8
4270. gna - freq: 8
4271. gni - freq: 8
4272. gos - freq: 8
4273. gr/ - freq: 8
4274. gto - freq: 8
4275. gtv - freq: 8
4276. gum - freq: 8
4277. gur - freq: 8
4278. h-m - freq: 8
4279. h-o - freq: 8
4280. h-s - freq: 8
4281. h.h - freq: 8
4282. hav - freq: 8
4283. heg - freq: 8
4284. het - freq: 8
4285. hia - freq: 8
4286. hid - freq: 8
4287. hio - freq: 8
4288. hne - freq: 8
4289. ho. - freq: 8
4290. hp- - freq: 8
4291. hts - freq: 8
4292. hut - freq: 8
4293. i-n - freq: 8
4294. i-r - freq: 8
4295. iae - freq: 8
4296. igo - freq: 8
4297. imd - freq: 8
4298. inh - freq: 8
4299. ior - freq: 8
4300. ipl - freq: 8
4301. iqi - freq: 8
4302. ird - freq: 8
4303. iro - freq: 8
4304. iru - freq: 8
4305. isb - freq: 8
4306. isg - freq: 8
4307. jac - freq: 8
4308. kee - freq: 8
4309. kel - freq: 8
4310. kiy - freq: 8
4311. koc - freq: 8
4312. kos - freq: 8
4313. kul - freq: 8
4314. kva - freq: 8
4315. l%c - freq: 8
4316. l-h - freq: 8
4317. l-k - freq: 8
4318. l/2 - freq: 8
4319. l/? - freq: 8
4320. l/b - freq: 8
4321. l/f - freq: 8
4322. l=% - freq: 8
4323. l?h - freq: 8
4324. l?l - freq: 8
4325. lag - freq: 8
4326. lau - freq: 8
4327. lbo - freq: 8
4328. ldi - freq: 8
4329. lds - freq: 8
4330. lek - freq: 8
4331. lks - freq: 8
4332. ll/ - freq: 8
4333. llb - freq: 8
4334. lu- - freq: 8
4335. m%3 - freq: 8
4336. m/% - freq: 8
4337. m/4 - freq: 8
4338. m_t - freq: 8
4339. mef - freq: 8
4340. miu - freq: 8
4341. moz - freq: 8
4342. mpe - freq: 8
4343. ms. - freq: 8
4344. mwa - freq: 8
4345. nca - freq: 8
4346. nei - freq: 8
4347. nha - freq: 8
4348. nil - freq: 8
4349. njo - freq: 8
4350. npo - freq: 8
4351. nsc - freq: 8
4352. nsp - freq: 8
4353. nt& - freq: 8
4354. ntb - freq: 8
4355. nth - freq: 8
4356. ntl - freq: 8
4357. o-l - freq: 8
4358. o-u - freq: 8
4359. o-v - freq: 8
4360. o/b - freq: 8
4361. o/p - freq: 8
4362. odr - freq: 8
4363. oha - freq: 8
4364. oho - freq: 8
4365. om& - freq: 8
4366. oms - freq: 8
4367. onu - freq: 8
4368. opa - freq: 8
4369. opu - freq: 8
4370. oqu - freq: 8
4371. orx - freq: 8
4372. osc - freq: 8
4373. osk - freq: 8
4374. ou. - freq: 8
4375. p/c - freq: 8
4376. p/n - freq: 8
4377. p_c - freq: 8
4378. p_t - freq: 8
4379. pou - freq: 8
4380. pp- - freq: 8
4381. pul - freq: 8
4382. py2 - freq: 8
4383. r-j - freq: 8
4384. r.d - freq: 8
4385. r.j - freq: 8
4386. r/? - freq: 8
4387. r_t - freq: 8
4388. rbi - freq: 8
4389. re= - freq: 8
4390. rew - freq: 8
4391. rfa - freq: 8
4392. rfo - freq: 8
4393. rga - freq: 8
4394. rh- - freq: 8
4395. rno - freq: 8
4396. roz - freq: 8
4397. rp_ - freq: 8
4398. rry - freq: 8
4399. rtp - freq: 8
4400. rut - freq: 8
4401. rva - freq: 8
4402. rx. - freq: 8
4403. ryp - freq: 8
4404. ryt - freq: 8
4405. s.e - freq: 8
4406. s.l - freq: 8
4407. s.s - freq: 8
4408. s/4 - freq: 8
4409. s/k - freq: 8
4410. s?i - freq: 8
4411. sa. - freq: 8
4412. sai - freq: 8
4413. sde - freq: 8
4414. seg - freq: 8
4415. sem - freq: 8
4416. sfe - freq: 8
4417. sil - freq: 8
4418. skv - freq: 8
4419. sos - freq: 8
4420. spl - freq: 8
4421. spu - freq: 8
4422. ssu - freq: 8
4423. stb - freq: 8
4424. stl - freq: 8
4425. su- - freq: 8
4426. sua - freq: 8
4427. sui - freq: 8
4428. t-v - freq: 8
4429. t/3 - freq: 8
4430. t_o - freq: 8
4431. teo - freq: 8
4432. tfo - freq: 8
4433. ti. - freq: 8
4434. tpl - freq: 8
4435. tpo - freq: 8
4436. ts? - freq: 8
4437. tsi - freq: 8
4438. tuc - freq: 8
4439. tus - freq: 8
4440. u-h - freq: 8
4441. uda - freq: 8
4442. uel - freq: 8
4443. ugs - freq: 8
4444. uk- - freq: 8
4445. ulm - freq: 8
4446. um/ - freq: 8
4447. unn - freq: 8
4448. urb - freq: 8
4449. urr - freq: 8
4450. uy. - freq: 8
4451. uyq - freq: 8
4452. v.u - freq: 8
4453. w%2 - freq: 8
4454. w-a - freq: 8
4455. w/1 - freq: 8
4456. wed - freq: 8
4457. whe - freq: 8
4458. wis - freq: 8
4459. wst - freq: 8
4460. x-s - freq: 8
4461. xab - freq: 8
4462. xbo - freq: 8
4463. xin - freq: 8
4464. xt- - freq: 8
4465. y-2 - freq: 8
4466. y2r - freq: 8
4467. yli - freq: 8
4468. yne - freq: 8
4469. ynt - freq: 8
4470. ysi - freq: 8
4471. yth - freq: 8
4472. zap - freq: 8
4473. zha - freq: 8
4474. %a5 - freq: 7
4475. %e4 - freq: 7
4476. %e8 - freq: 7
4477. %e9 - freq: 7
4478. %eb - freq: 7
4479. &ca - freq: 7
4480. &de - freq: 7
4481. &id - freq: 7
4482. &mo - freq: 7
4483. &op - freq: 7
4484. &pl - freq: 7
4485. &wh - freq: 7
4486. +ho - freq: 7
4487. -09 - freq: 7
4488. -21 - freq: 7
4489. -b- - freq: 7
4490. -d- - freq: 7
4491. -gb - freq: 7
4492. -kn - freq: 7
4493. -o- - freq: 7
4494. -oa - freq: 7
4495. -ps - freq: 7
4496. -um - freq: 7
4497. -ur - freq: 7
4498. .11 - freq: 7
4499. .4. - freq: 7
4500. .aa - freq: 7
4501. .cc - freq: 7
4502. .ec - freq: 7
4503. .et - freq: 7
4504. .ib - freq: 7
4505. .im - freq: 7
4506. .nu - freq: 7
4507. .pd - freq: 7
4508. .pk - freq: 7
4509. .si - freq: 7
4510. .ul - freq: 7
