Most important phishing n_grams
3304. x=- - freq: 23
3305. za/ - freq: 23
3306. zhi - freq: 23
3307. -fc - freq: 22
3308. -on - freq: 22
3309. -pp - freq: 22
3310. -si - freq: 22
3311. .kr - freq: 22
3312. /04 - freq: 22
3313. /cl - freq: 22
3314. /ou - freq: 22
3315. 0&a - freq: 22
3316. 02d - freq: 22
3317. 046 - freq: 22
3318. 04c - freq: 22
3319. 08f - freq: 22
3320. 092 - freq: 22
3321. 09a - freq: 22
3322. 09b - freq: 22
3323. 0a9 - freq: 22
3324. 0b9 - freq: 22
3325. 0ca - freq: 22
3326. 117 - freq: 22
3327. 12c - freq: 22
3328. 143 - freq: 22
3329. 15b - freq: 22
3330. 15d - freq: 22
3331. 16a - freq: 22
3332. 18/ - freq: 22
3333. 1bf - freq: 22
3334. 1de - freq: 22
3335. 1e0 - freq: 22
3336. 200 - freq: 22
3337. 211 - freq: 22
3338. 216 - freq: 22
3339. 22a - freq: 22
3340. 24b - freq: 22
3341. 257 - freq: 22
3342. 263 - freq: 22
3343. 27c - freq: 22
3344. 2a3 - freq: 22
3345. 2ab - freq: 22
3346. 2bc - freq: 22
3347. 2c1 - freq: 22
3348. 2d2 - freq: 22
3349. 2d3 - freq: 22
3350. 2e2 - freq: 22
3351. 2f1 - freq: 22
3352. 2fa - freq: 22
3353. 3&d - freq: 22
3354. 3.h - freq: 22
3355. 309 - freq: 22
3356. 30b - freq: 22
3357. 315 - freq: 22
3358. 322 - freq: 22
3359. 33b - freq: 22
3360. 355 - freq: 22
3361. 3a2 - freq: 22
3362. 3ab - freq: 22
3363. 3b0 - freq: 22
3364. 3b5 - freq: 22
3365. 3c5 - freq: 22
3366. 3cc - freq: 22
3367. 3d1 - freq: 22
3368. 3d4 - freq: 22
3369. 3dd - freq: 22
3370. 3e6 - freq: 22
3371. 3e8 - freq: 22
3372. 40b - freq: 22
3373. 410 - freq: 22
3374. 41a - freq: 22
3375. 426 - freq: 22
3376. 440 - freq: 22
3377. 446 - freq: 22
3378. 468 - freq: 22
3379. 470 - freq: 22
3380. 4b1 - freq: 22
3381. 4bd - freq: 22
3382. 4ca - freq: 22
3383. 4cc - freq: 22
3384. 4d0 - freq: 22
3385. 5.p - freq: 22
3386. 500 - freq: 22
3387. 515 - freq: 22
3388. 54b - freq: 22
3389. 54d - freq: 22
3390. 552 - freq: 22
3391. 570 - freq: 22
3392. 5a7 - freq: 22
3393. 5a9 - freq: 22
3394. 5e2 - freq: 22
3395. 608 - freq: 22
3396. 60c - freq: 22
3397. 618 - freq: 22
3398. 619 - freq: 22
3399. 629 - freq: 22
3400. 649 - freq: 22
3401. 693 - freq: 22
3402. 6d2 - freq: 22
3403. 6d4 - freq: 22
3404. 6d5 - freq: 22
3405. 6ea - freq: 22
3406. 797 - freq: 22
3407. 7a8 - freq: 22
3408. 7ab - freq: 22
3409. 7b5 - freq: 22
3410. 7c8 - freq: 22
3411. 8.1 - freq: 22
3412. 805 - freq: 22
3413. 833 - freq: 22
3414. 839 - freq: 22
3415. 83c - freq: 22
3416. 88b - freq: 22
3417. 88f - freq: 22
3418. 8b0 - freq: 22
3419. 8b7 - freq: 22
3420. 8c6 - freq: 22
3421. 8ca - freq: 22
3422. 8d9 - freq: 22
3423. 8ea - freq: 22
3424. 929 - freq: 22
3425. 934 - freq: 22
3426. 936 - freq: 22
3427. 991 - freq: 22
3428. 9a6 - freq: 22
3429. 9d4 - freq: 22
3430. 9d9 - freq: 22
3431. =$1 - freq: 22
3432. ?au - freq: 22
3433. a/m - freq: 22
3434. a17 - freq: 22
3435. a3b - freq: 22
3436. a4a - freq: 22
3437. a83 - freq: 22
3438. aa1 - freq: 22
3439. ac5 - freq: 22
3440. ash - freq: 22
3441. b17 - freq: 22
3442. b59 - freq: 22
3443. b91 - freq: 22
3444. ba. - freq: 22
3445. bda - freq: 22
3446. ble - freq: 22
3447. c0c - freq: 22
3448. c1f - freq: 22
3449. c39 - freq: 22
3450. c96 - freq: 22
3451. ca7 - freq: 22
3452. cbd - freq: 22
3453. cd6 - freq: 22
3454. cdb - freq: 22
3455. ce0 - freq: 22
3456. cff - freq: 22
3457. ckd - freq: 22
3458. cte - freq: 22
3459. d-f - freq: 22
3460. d3a - freq: 22
3461. d4a - freq: 22
3462. d4d - freq: 22
3463. d5d - freq: 22
3464. d5f - freq: 22
3465. d6b - freq: 22
3466. d=7 - freq: 22
3467. da3 - freq: 22
3468. dd2 - freq: 22
3469. df0 - freq: 22
3470. e/w - freq: 22
3471. e0d - freq: 22
3472. e5e - freq: 22
3473. e86 - freq: 22
3474. e9d - freq: 22
3475. eas - freq: 22
3476. ecd - freq: 22
3477. ed6 - freq: 22
3478. ee3 - freq: 22
3479. ee6 - freq: 22
3480. f0d - freq: 22
3481. f19 - freq: 22
3482. f33 - freq: 22
3483. f51 - freq: 22
3484. f75 - freq: 22
3485. f93 - freq: 22
3486. f94 - freq: 22
3487. f9f - freq: 22
3488. fa9 - freq: 22
3489. ff4 - freq: 22
3490. fgd - freq: 22
3491. fli - freq: 22
3492. fro - freq: 22
3493. iat - freq: 22
3494. ika - freq: 22
3495. inv - freq: 22
3496. kdn - freq: 22
3497. ki. - freq: 22
3498. l95 - freq: 22
3499. lit - freq: 22
3500. m.r - freq: 22
3501. mde - freq: 22
3502. n/b - freq: 22
3503. n=2 - freq: 22
3504. obi - freq: 22
3505. ocu - freq: 22
3506. od- - freq: 22
3507. ox/ - freq: 22
3508. pas - freq: 22
3509. pec - freq: 22
3510. ply - freq: 22
3511. rem - freq: 22
3512. rs/ - freq: 22
3513. rt. - freq: 22
3514. s/h - freq: 22
3515. s=$ - freq: 22
3516. sem - freq: 22
3517. sen - freq: 22
3518. spe - freq: 22
3519. t.x - freq: 22
3520. t/e - freq: 22
3521. tez - freq: 22
3522. th/ - freq: 22
3523. thl - freq: 22
3524. tie - freq: 22
3525. tld - freq: 22
3526. uk. - freq: 22
3527. wre - freq: 22
3528. #n= - freq: 21
3529. -&a - freq: 21
3530. -us - freq: 21
3531. .ga - freq: 21
3532. /.d - freq: 21
3533. /.v - freq: 21
3534. /18 - freq: 21
3535. /35 - freq: 21
3536. /ot - freq: 21
3537. /ta - freq: 21
3538. /zh - freq: 21
3539. 045 - freq: 21
3540. 06c - freq: 21
3541. 08a - freq: 21
3542. 0e2 - freq: 21
3543. 0fc - freq: 21
3544. 1&d - freq: 21
3545. 107 - freq: 21
3546. 10c - freq: 21
3547. 11e - freq: 21
3548. 139 - freq: 21
3549. 146 - freq: 21
3550. 1cf - freq: 21
3551. 1d0 - freq: 21
3552. 1ed - freq: 21
3553. 20v - freq: 21
3554. 23/ - freq: 21
3555. 23d - freq: 21
3556. 23e - freq: 21
3557. 25a - freq: 21
3558. 27d - freq: 21
3559. 280 - freq: 21
3560. 2ba - freq: 21
3561. 2bd - freq: 21
3562. 31e - freq: 21
3563. 334 - freq: 21
3564. 350 - freq: 21
3565. 35f - freq: 21
3566. 36c - freq: 21
3567. 372 - freq: 21
3568. 378 - freq: 21
3569. 37f - freq: 21
3570. 39e - freq: 21
3571. 3b1 - freq: 21
3572. 3ea - freq: 21
3573. 3f2 - freq: 21
3574. 4#n - freq: 21
3575. 40c - freq: 21
3576. 411 - freq: 21
3577. 448 - freq: 21
3578. 450 - freq: 21
3579. 47e - freq: 21
3580. 4ce - freq: 21
3581. 4db - freq: 21
3582. 52b - freq: 21
3583. 557 - freq: 21
3584. 563 - freq: 21
3585. 57f - freq: 21
3586. 58e - freq: 21
3587. 59e - freq: 21
3588. 5a3 - freq: 21
3589. 5c9 - freq: 21
3590. 5d0 - freq: 21
3591. 5e4 - freq: 21
3592. 5e5 - freq: 21
3593. 605 - freq: 21
3594. 609 - freq: 21
3595. 60d - freq: 21
3596. 621 - freq: 21
3597. 624 - freq: 21
3598. 637 - freq: 21
3599. 63e - freq: 21
3600. 674 - freq: 21
3601. 69c - freq: 21
3602. 6a0 - freq: 21
3603. 6ae - freq: 21
3604. 6bf - freq: 21
3605. 6f1 - freq: 21
3606. 70c - freq: 21
3607. 72b - freq: 21
3608. 731 - freq: 21
3609. 740 - freq: 21
3610. 743 - freq: 21
3611. 758 - freq: 21
3612. 75c - freq: 21
3613. 782 - freq: 21
3614. 792 - freq: 21
3615. 799 - freq: 21
3616. 7cb - freq: 21
3617. 7e8 - freq: 21
3618. 8&d - freq: 21
3619. 80c - freq: 21
3620. 812 - freq: 21
3621. 83a - freq: 21
3622. 83e - freq: 21
3623. 841 - freq: 21
3624. 853 - freq: 21
3625. 87c - freq: 21
3626. 882 - freq: 21
3627. 8ac - freq: 21
3628. 8ee - freq: 21
3629. 8f6 - freq: 21
3630. 8x0 - freq: 21
3631. 971 - freq: 21
3632. 98b - freq: 21
3633. 98f - freq: 21
3634. 995 - freq: 21
3635. 999 - freq: 21
3636. 9aa - freq: 21
3637. 9b6 - freq: 21
3638. 9b8 - freq: 21
3639. 9c0 - freq: 21
3640. 9fc - freq: 21
3641. =4# - freq: 21
3642. ___ - freq: 21
3643. a/w - freq: 21
3644. a5f - freq: 21
3645. ab4 - freq: 21
3646. ab5 - freq: 21
3647. ac1 - freq: 21
3648. ae9 - freq: 21
3649. alo - freq: 21
3650. ams - freq: 21
3651. asd - freq: 21
3652. av= - freq: 21
3653. b06 - freq: 21
3654. b1a - freq: 21
3655. b29 - freq: 21
3656. b2b - freq: 21
3657. b3a - freq: 21
3658. b3c - freq: 21
3659. b4c - freq: 21
3660. b63 - freq: 21
3661. bc6 - freq: 21
3662. bc8 - freq: 21
3663. be7 - freq: 21
3664. bes - freq: 21
3665. c/l - freq: 21
3666. c43 - freq: 21
3667. c8b - freq: 21
3668. cc8 - freq: 21
3669. cd9 - freq: 21
3670. cfa - freq: 21
3671. cl/ - freq: 21
3672. d00 - freq: 21
3673. d0e - freq: 21
3674. d0f - freq: 21
3675. d34 - freq: 21
3676. d44 - freq: 21
3677. d4c - freq: 21
3678. d5c - freq: 21
3679. d71 - freq: 21
3680. d79 - freq: 21
3681. d88 - freq: 21
3682. d9d - freq: 21
3683. da5 - freq: 21
3684. dac - freq: 21
3685. dce - freq: 21
3686. dem - freq: 21
3687. df5 - freq: 21
3688. df7 - freq: 21
3689. e/d - freq: 21
3690. e02 - freq: 21
3691. e19 - freq: 21
3692. e44 - freq: 21
3693. e47 - freq: 21
3694. e53 - freq: 21
3695. e8a - freq: 21
3696. e92 - freq: 21
3697. e9f - freq: 21
3698. ec0 - freq: 21
3699. ec2 - freq: 21
3700. ec4 - freq: 21
3701. ec5 - freq: 21
3702. ecf - freq: 21
3703. ee8 - freq: 21
3704. er0 - freq: 21
3705. f0c - freq: 21
3706. f46 - freq: 21
3707. f66 - freq: 21
3708. f76 - freq: 21
3709. f8d - freq: 21
3710. f96 - freq: 21
3711. fab - freq: 21
3712. fb1 - freq: 21
3713. fb6 - freq: 21
3714. fbd - freq: 21
3715. fca - freq: 21
3716. fd6 - freq: 21
3717. fe9 - freq: 21
3718. gfa - freq: 21
3719. gha - freq: 21
3720. h=5 - freq: 21
3721. h=f - freq: 21
3722. hel - freq: 21
3723. hfa - freq: 21
3724. idg - freq: 21
3725. idt - freq: 21
3726. l=& - freq: 21
3727. lyc - freq: 21
3728. mmm - freq: 21
3729. nt_ - freq: 21
3730. o.j - freq: 21
3731. onc - freq: 21
3732. oot - freq: 21
3733. otr - freq: 21
3734. pac - freq: 21
3735. pl= - freq: 21
3736. pli - freq: 21
3737. rio - freq: 21
3738. rpg - freq: 21
3739. ry= - freq: 21
3740. sfa - freq: 21
3741. sho - freq: 21
3742. sp/ - freq: 21
3743. uag - freq: 21
3744. v=1 - freq: 21
3745. vyf - freq: 21
3746. wes - freq: 21
3747. &pr - freq: 20
3748. -2f - freq: 20
3749. -ss - freq: 20
3750. .li - freq: 20
3751. .su - freq: 20
3752. .te - freq: 20
3753. /.k - freq: 20
3754. //v - freq: 20
3755. /1/ - freq: 20
3756. /16 - freq: 20
3757. /g0 - freq: 20
3758. 034 - freq: 20
3759. 03a - freq: 20
3760. 03b - freq: 20
3761. 07b - freq: 20
3762. 095 - freq: 20
3763. 09c - freq: 20
3764. 0a7 - freq: 20
3765. 0b7 - freq: 20
3766. 0c1 - freq: 20
3767. 0c4 - freq: 20
3768. 0ed - freq: 20
3769. 0f9 - freq: 20
3770. 10b - freq: 20
3771. 111 - freq: 20
3772. 15. - freq: 20
3773. 167 - freq: 20
3774. 19d - freq: 20
3775. 1be - freq: 20
3776. 1c2 - freq: 20
3777. 1c9 - freq: 20
3778. 1d6 - freq: 20
3779. 1ec - freq: 20
3780. 1f3 - freq: 20
3781. 1f9 - freq: 20
3782. 225 - freq: 20
3783. 26a - freq: 20
3784. 26c - freq: 20
3785. 27a - freq: 20
3786. 29e - freq: 20
3787. 2bb - freq: 20
3788. 2c6 - freq: 20
3789. 2da - freq: 20
3790. 2ed - freq: 20
3791. 2fd - freq: 20
3792. 31a - freq: 20
3793. 32b - freq: 20
3794. 34b - freq: 20
3795. 359 - freq: 20
3796. 37d - freq: 20
3797. 385 - freq: 20
3798. 388 - freq: 20
3799. 391 - freq: 20
3800. 3c0 - freq: 20
3801. 3db - freq: 20
3802. 3e9 - freq: 20
3803. 3ec - freq: 20
3804. 40d - freq: 20
3805. 414 - freq: 20
3806. 415 - freq: 20
3807. 424 - freq: 20
3808. 45b - freq: 20
3809. 49b - freq: 20
3810. 4a3 - freq: 20
3811. 4a4 - freq: 20
3812. 4b8 - freq: 20
3813. 4e3 - freq: 20
3814. 4ef - freq: 20
3815. 4f0 - freq: 20
3816. 4fb - freq: 20
3817. 501 - freq: 20
3818. 508 - freq: 20
3819. 509 - freq: 20
3820. 518 - freq: 20
3821. 521 - freq: 20
3822. 56a - freq: 20
3823. 58c - freq: 20
3824. 59b - freq: 20
3825. 5a5 - freq: 20
3826. 5a6 - freq: 20
3827. 5ab - freq: 20
3828. 5ae - freq: 20
3829. 5cc - freq: 20
3830. 62f - freq: 20
3831. 683 - freq: 20
3832. 68f - freq: 20
3833. 6a2 - freq: 20
3834. 6e3 - freq: 20
3835. 6e9 - freq: 20
3836. 725 - freq: 20
3837. 72e - freq: 20
3838. 77f - freq: 20
3839. 78f - freq: 20
3840. 79c - freq: 20
3841. 7a3 - freq: 20
3842. 7a6 - freq: 20
3843. 7ae - freq: 20
3844. 7d9 - freq: 20
3845. 7f5 - freq: 20
3846. 83f - freq: 20
3847. 851 - freq: 20
3848. 881 - freq: 20
3849. 8a8 - freq: 20
3850. 8c8 - freq: 20
3851. 8d1 - freq: 20
3852. 8e2 - freq: 20
3853. 8e4 - freq: 20
3854. 8ed - freq: 20
3855. 8f8 - freq: 20
3856. 8fe - freq: 20
3857. 906 - freq: 20
3858. 90c - freq: 20
3859. 94c - freq: 20
3860. 956 - freq: 20
3861. 97b - freq: 20
3862. 989 - freq: 20
3863. 99c - freq: 20
3864. 9b9 - freq: 20
3865. 9bg - freq: 20
3866. 9d7 - freq: 20
3867. 9f3 - freq: 20
3868. ;am - freq: 20
3869. =sc - freq: 20
3870. a/1 - freq: 20
3871. a09 - freq: 20
3872. a57 - freq: 20
3873. a68 - freq: 20
3874. a71 - freq: 20
3875. aa/ - freq: 20
3876. aa2 - freq: 20
3877. aa6 - freq: 20
3878. aca - freq: 20
3879. ae2 - freq: 20
3880. afo - freq: 20
3881. b09 - freq: 20
3882. b2e - freq: 20
3883. b40 - freq: 20
3884. b42 - freq: 20
3885. b53 - freq: 20
3886. b66 - freq: 20
3887. b7d - freq: 20
3888. b85 - freq: 20
3889. b94 - freq: 20
3890. ba2 - freq: 20
3891. baa - freq: 20
3892. bb3 - freq: 20
3893. be8 - freq: 20
3894. bfe - freq: 20
3895. bg6 - freq: 20
3896. bh5 - freq: 20
3897. bi- - freq: 20
3898. c&d - freq: 20
3899. c/c - freq: 20
3900. c10 - freq: 20
3901. c13 - freq: 20
3902. c17 - freq: 20
3903. c55 - freq: 20
3904. c59 - freq: 20
3905. c8e - freq: 20
3906. cbf - freq: 20
3907. cc6 - freq: 20
3908. ccd - freq: 20
3909. cf8 - freq: 20
3910. crp - freq: 20
3911. d.a - freq: 20
3912. d/m - freq: 20
3913. d04 - freq: 20
3914. d11 - freq: 20
3915. d31 - freq: 20
3916. d32 - freq: 20
3917. d35 - freq: 20
3918. d41 - freq: 20
3919. d47 - freq: 20
3920. d78 - freq: 20
3921. d95 - freq: 20
3922. db5 - freq: 20
3923. dc2 - freq: 20
3924. ddd - freq: 20
3925. de9 - freq: 20
3926. den - freq: 20
3927. dfc - freq: 20
3928. e&d - freq: 20
3929. e0c - freq: 20
3930. e1a - freq: 20
3931. e29 - freq: 20
3932. e35 - freq: 20
3933. e3c - freq: 20
3934. e58 - freq: 20
3935. e6d - freq: 20
3936. e75 - freq: 20
3937. ea6 - freq: 20
3938. ed/ - freq: 20
3939. ee9 - freq: 20
3940. ef9 - freq: 20
3941. en= - freq: 20
3942. ez- - freq: 20
3943. f09 - freq: 20
3944. f16 - freq: 20
3945. f48 - freq: 20
3946. f6y - freq: 20
3947. f7a - freq: 20
3948. f91 - freq: 20
3949. fac - freq: 20
3950. fb3 - freq: 20
3951. fce - freq: 20
3952. ffe - freq: 20
3953. fre - freq: 20
3954. fy/ - freq: 20
3955. g/n - freq: 20
3956. g0f - freq: 20
3957. g6/ - freq: 20
3958. h24 - freq: 20
3959. h54 - freq: 20
3960. hab - freq: 20
3961. hen - freq: 20
3962. hin - freq: 20
3963. hl/ - freq: 20
3964. inu - freq: 20
3965. jsp - freq: 20
3966. l2f - freq: 20
3967. ldr - freq: 20
3968. m/t - freq: 20
3969. muh - freq: 20
3970. ntl - freq: 20
3971. ors - freq: 20
3972. ots - freq: 20
3973. p/i - freq: 20
3974. p;a - freq: 20
3975. pg= - freq: 20
3976. pmb - freq: 20
3977. ppa - freq: 20
3978. r0& - freq: 20
3979. rue - freq: 20
3980. s.d - freq: 20
3981. sco - freq: 20
3982. sl& - freq: 20
3983. t.d - freq: 20
3984. tod - freq: 20
3985. vot - freq: 20
3986. vou - freq: 20
3987. wa/ - freq: 20
3988. wpm - freq: 20
3989. z-v - freq: 20
3990. z/b - freq: 20
3991. .24 - freq: 19
3992. /a9 - freq: 19
3993. /le - freq: 19
3994. /tr - freq: 19
3995. 0.h - freq: 19
3996. 0/c - freq: 19
3997. 04d - freq: 19
3998. 05/ - freq: 19
3999. 068 - freq: 19
4000. 078 - freq: 19
4001. 09d - freq: 19
4002. 0a1 - freq: 19
4003. 0a5 - freq: 19
4004. 0c9 - freq: 19
4005. 0ce - freq: 19
4006. 0de - freq: 19
4007. 0e9 - freq: 19
4008. 0f8 - freq: 19
4009. 105 - freq: 19
4010. 110 - freq: 19
4011. 127 - freq: 19
4012. 133 - freq: 19
4013. 13d - freq: 19
4014. 15/ - freq: 19
4015. 152 - freq: 19
4016. 178 - freq: 19
4017. 189 - freq: 19
4018. 1aa - freq: 19
4019. 1e4 - freq: 19
4020. 1f2 - freq: 19
4021. 2&d - freq: 19
4022. 231 - freq: 19
4023. 243 - freq: 19
4024. 258 - freq: 19
4025. 282 - freq: 19
4026. 28a - freq: 19
4027. 28c - freq: 19
4028. 28f - freq: 19
4029. 290 - freq: 19
4030. 2e1 - freq: 19
4031. 319 - freq: 19
4032. 321 - freq: 19
4033. 335 - freq: 19
4034. 36b - freq: 19
4035. 384 - freq: 19
4036. 392 - freq: 19
4037. 3a4 - freq: 19
4038. 3c9 - freq: 19
4039. 3d6 - freq: 19
4040. 3e5 - freq: 19
4041. 3ef - freq: 19
4042. 402 - freq: 19
4043. 408 - freq: 19
4044. 40f - freq: 19
4045. 482 - freq: 19
4046. 4dd - freq: 19
4047. 510 - freq: 19
4048. 513 - freq: 19
4049. 52e - freq: 19
4050. 52f - freq: 19
4051. 549 - freq: 19
4052. 587 - freq: 19
4053. 5b0 - freq: 19
4054. 5b2 - freq: 19
4055. 5cf - freq: 19
4056. 5d4 - freq: 19
4057. 5t2 - freq: 19
4058. 62c - freq: 19
4059. 63b - freq: 19
4060. 65b - freq: 19
4061. 66. - freq: 19
4062. 670 - freq: 19
4063. 6a9 - freq: 19
4064. 6b0 - freq: 19
4065. 6c7 - freq: 19
4066. 6d3 - freq: 19
4067. 6fa - freq: 19
4068. 74f - freq: 19
4069. 75a - freq: 19
4070. 767 - freq: 19
4071. 76a - freq: 19
4072. 771 - freq: 19
4073. 78a - freq: 19
4074. 7a4 - freq: 19
4075. 7b3 - freq: 19
4076. 7be - freq: 19
4077. 7d7 - freq: 19
4078. 7dd - freq: 19
4079. 7f2 - freq: 19
4080. 7fb - freq: 19
4081. 857 - freq: 19
4082. 8a3 - freq: 19
4083. 8ad - freq: 19
4084. 8c4 - freq: 19
4085. 8ce - freq: 19
4086. 8dd - freq: 19
4087. 8e3 - freq: 19
4088. 8eb - freq: 19
4089. 8ec - freq: 19
4090. 92f - freq: 19
4091. 930 - freq: 19
4092. 937 - freq: 19
4093. 93e - freq: 19
4094. 93f - freq: 19
4095. 958 - freq: 19
4096. 95d - freq: 19
4097. 97f - freq: 19
4098. 98d - freq: 19
4099. 9c1 - freq: 19
4100. 9c3 - freq: 19
4101. 9e6 - freq: 19
4102. 9ef - freq: 19
4103. =us - freq: 19
4104. a/4 - freq: 19
4105. a04 - freq: 19
4106. a20 - freq: 19
4107. a24 - freq: 19
4108. a2d - freq: 19
4109. a44 - freq: 19
4110. a6c - freq: 19
4111. a6e - freq: 19
4112. a76 - freq: 19
4113. a7d - freq: 19
4114. a82 - freq: 19
4115. a8d - freq: 19
4116. abf - freq: 19
4117. abo - freq: 19
4118. ad9 - freq: 19
4119. afc - freq: 19
4120. b/i - freq: 19
4121. b01 - freq: 19
4122. b23 - freq: 19
4123. b41 - freq: 19
4124. b5a - freq: 19
4125. b62 - freq: 19
4126. b6d - freq: 19
4127. b80 - freq: 19
4128. ba8 - freq: 19
4129. bb8 - freq: 19
4130. bbb - freq: 19
4131. bce - freq: 19
4132. bd4 - freq: 19
4133. bd9 - freq: 19
4134. be2 - freq: 19
4135. bel - freq: 19
4136. bf3 - freq: 19
4137. bf4 - freq: 19
4138. bsr - freq: 19
4139. c1c - freq: 19
4140. c30 - freq: 19
4141. c3b - freq: 19
4142. c8d - freq: 19
4143. c95 - freq: 19
4144. c_l - freq: 19
4145. cel - freq: 19
4146. cfc - freq: 19
4147. cin - freq: 19
4148. cs/ - freq: 19
4149. d2e - freq: 19
4150. d46 - freq: 19
4151. d54 - freq: 19
4152. d8b - freq: 19
4153. dda - freq: 19
4154. dee - freq: 19
4155. df9 - freq: 19
4156. dro - freq: 19
4157. e%2 - freq: 19
4158. e18 - freq: 19
4159. e1e - freq: 19
4160. e64 - freq: 19
4161. e83 - freq: 19
4162. ea0 - freq: 19
4163. eb/ - freq: 19
4164. ebf - freq: 19
4165. ed2 - freq: 19
4166. edb - freq: 19
4167. ee1 - freq: 19
4168. ef2 - freq: 19
4169. efb - freq: 19
4170. el. - freq: 19
4171. ern - freq: 19
4172. f3a - freq: 19
4173. f4a - freq: 19
4174. f54 - freq: 19
4175. f5f - freq: 19
4176. f6b - freq: 19
4177. f78 - freq: 19
4178. f7e - freq: 19
4179. f83 - freq: 19
4180. fa2 - freq: 19
4181. fa6 - freq: 19
4182. fb7 - freq: 19
4183. fd2 - freq: 19
4184. ffm - freq: 19
4185. fma - freq: 19
4186. fr. - freq: 19
4187. gdf - freq: 19
4188. go. - freq: 19
4189. kap - freq: 19
4190. lln - freq: 19
4191. m/1 - freq: 19
4192. m/y - freq: 19
4193. me. - freq: 19
4194. mis - freq: 19
4195. mpo - freq: 19
4196. n&a - freq: 19
4197. n-- - freq: 19
4198. n.0 - freq: 19
4199. nef - freq: 19
4200. ngd - freq: 19
4201. nic - freq: 19
4202. nor - freq: 19
4203. not - freq: 19
4204. og. - freq: 19
4205. ond - freq: 19
4206. ota - freq: 19
4207. oti - freq: 19
4208. p;r - freq: 19
4209. r/l - freq: 19
4210. rap - freq: 19
4211. rie - freq: 19
4212. rta - freq: 19
4213. rte - freq: 19
4214. rty - freq: 19
4215. s/b - freq: 19
4216. soc - freq: 19
4217. tro - freq: 19
4218. tt/ - freq: 19
4219. us. - freq: 19
4220. us/ - freq: 19
4221. war - freq: 19
4222. wit - freq: 19
4223. xn- - freq: 19
4224. --- - freq: 18
4225. .18 - freq: 18
4226. .19 - freq: 18
4227. .ch - freq: 18
4228. .re - freq: 18
4229. /5d - freq: 18
4230. /c6 - freq: 18
4231. /he - freq: 18
4232. /ht - freq: 18
4233. /n/ - freq: 18
4234. /ph - freq: 18
4235. 008 - freq: 18
4236. 01e - freq: 18
4237. 02c - freq: 18
4238. 031 - freq: 18
4239. 06f - freq: 18
4240. 09f - freq: 18
4241. 0c6 - freq: 18
4242. 0d7 - freq: 18
4243. 0df - freq: 18
4244. 0e4 - freq: 18
4245. 1.1 - freq: 18
4246. 1/c - freq: 18
4247. 102 - freq: 18
4248. 113 - freq: 18
4249. 119 - freq: 18
4250. 12/ - freq: 18
4251. 128 - freq: 18
4252. 14e - freq: 18
4253. 19a - freq: 18
4254. 1b0 - freq: 18
4255. 1b1 - freq: 18
4256. 1c6 - freq: 18
4257. 1dd - freq: 18
4258. 1ea - freq: 18
4259. 207 - freq: 18
4260. 22b - freq: 18
4261. 234 - freq: 18
4262. 23c - freq: 18
4263. 244 - freq: 18
4264. 251 - freq: 18
4265. 285 - freq: 18
4266. 2a0 - freq: 18
4267. 2b0 - freq: 18
4268. 2b1 - freq: 18
4269. 2bf - freq: 18
4270. 2d8 - freq: 18
4271. 2dd - freq: 18
4272. 2df - freq: 18
4273. 2e8 - freq: 18
4274. 3.i - freq: 18
4275. 3.s - freq: 18
4276. 300 - freq: 18
4277. 31b - freq: 18
4278. 325 - freq: 18
4279. 351 - freq: 18
4280. 386 - freq: 18
4281. 3ac - freq: 18
4282. 3cb - freq: 18
4283. 3cf - freq: 18
4284. 3d7 - freq: 18
4285. 3e0 - freq: 18
4286. 3e4 - freq: 18
4287. 3e7 - freq: 18
4288. 3f1 - freq: 18
4289. 3f3 - freq: 18
4290. 430 - freq: 18
4291. 44c - freq: 18
4292. 45c - freq: 18
4293. 47d - freq: 18
4294. 491 - freq: 18
4295. 4ae - freq: 18
4296. 4da - freq: 18
4297. 4ed - freq: 18
4298. 504 - freq: 18
4299. 556 - freq: 18
4300. 55e - freq: 18
4301. 581 - freq: 18
4302. 583 - freq: 18
4303. 588 - freq: 18
4304. 5bc - freq: 18
4305. 5cd - freq: 18
4306. 5e8 - freq: 18
4307. 5f8 - freq: 18
4308. 6&d - freq: 18
4309. 61a - freq: 18
4310. 61b - freq: 18
4311. 690 - freq: 18
4312. 6c3 - freq: 18
4313. 6ce - freq: 18
4314. 7.p - freq: 18
4315. 7/c - freq: 18
4316. 705 - freq: 18
4317. 711 - freq: 18
4318. 723 - freq: 18
4319. 73e - freq: 18
4320. 795 - freq: 18
4321. 7a0 - freq: 18
4322. 7a9 - freq: 18
4323. 7af - freq: 18
4324. 7b8 - freq: 18
4325. 7fc - freq: 18
4326. 823 - freq: 18
4327. 85d - freq: 18
4328. 863 - freq: 18
4329. 878 - freq: 18
4330. 8c1 - freq: 18
4331. 8c3 - freq: 18
4332. 904 - freq: 18
4333. 911 - freq: 18
4334. 92d - freq: 18
4335. 95a - freq: 18
4336. 998 - freq: 18
4337. 99b - freq: 18
4338. 9b0 - freq: 18
4339. 9dd - freq: 18
4340. 9e3 - freq: 18
4341. 9eb - freq: 18
4342. ==& - freq: 18
4343. _se - freq: 18
4344. a-s - freq: 18
4345. a07 - freq: 18
4346. a1c - freq: 18
4347. a51 - freq: 18
4348. a52 - freq: 18
4349. a55 - freq: 18
4350. a5d - freq: 18
4351. a8c - freq: 18
4352. a8e - freq: 18
